Id,State,CreatedDateUtc,CancellationRequestDateUtc,CancellationDateUtc,CancellationRejectionDateUtc,UndoCancellationDateUtc,CanceledEmployee,SoldEmployee,UpdatedDateUtc
B5588335-0B6F-C785-F55F-08DB92779E06,0,2023-08-01 10:11:05,NULL,NULL,NULL,NULL,NULL,abcd@pflegehilfe.de,2023-08-01 10:11:05
E50E2A72-CEA4-C83A-D5A9-08DB92779E07,0,2023-08-01 10:11:05,NULL,NULL,NULL,NULL,NULL,abcd@pflegehilfe.de,2023-08-01 10:11:05
D13608F9-E417-C440-5A92-08DB9277959C,0,2023-08-01 10:10:51,NULL,NULL,NULL,NULL,NULL,abcd@pflegehilfe.de,2023-08-01 10:10:51
90B70CC0-F8D8-CBF3-C154-08DB9277959B,0,2023-08-01 10:10:51,NULL,NULL,NULL,NULL,NULL,abcd@pflegehilfe.de,2023-08-01 10:10:51
E355914C-803A-CD80-8C5E-08DB9277955A,0,2023-08-01 10:10:50,NULL,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 10:10:50
46C790A2-EA5E-C045-4B97-08DB91B18CFE,1,2023-07-31 10:33:16,2023-08-01 10:25:08,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 10:25:08
E69522E8-F16A-C283-FBB0-08DB9271691A,1,2023-08-01 09:26:39,2023-08-01 10:19:58,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 10:19:58
4633AA15-3C41-CC94-9176-08DB8D0F3C4B,1,2023-07-25 13:01:17,2023-08-01 10:19:08,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 10:19:08
DDC7BE4A-765F-C568-B34B-08DB8DA4EAD1,1,2023-07-26 06:52:45,2023-08-01 10:16:30,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 10:16:30
46EB6EB0-E343-C6A9-1AC7-08DB92631D04,1,2023-08-01 07:44:18,2023-08-01 10:15:45,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 10:15:45
B1E18E2D-62E9-C5C0-6514-08DB901A6A77,1,2023-07-29 09:58:53,2023-08-01 10:08:09,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 10:08:09
EB3F7B12-E16C-C683-D295-08DB8DA4CF5E,1,2023-07-26 06:51:59,2023-08-01 10:07:44,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 10:07:44
AE20BFC9-7AFB-CA57-095B-08DB8DAEB635,1,2023-07-26 08:02:52,2023-08-01 09:59:14,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 09:59:14
F2A089C7-333B-C7AD-F797-08DB8DA354D7,1,2023-07-26 06:41:24,2023-08-01 09:59:10,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 09:59:10
47380E16-656B-CA08-C0C8-08DB925E9506,1,2023-08-01 07:11:52,2023-08-01 09:54:35,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 09:54:35
EF1001EB-BCC4-C028-D7D5-08DB91BFCD75,1,2023-07-31 12:15:17,2023-08-01 09:53:05,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 09:53:05
4802179B-7C44-C0D9-005E-08DB8E6D6B67,1,2023-07-27 06:48:00,2023-08-01 09:51:14,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 09:51:14
38E2EC8E-3C1E-C414-CD02-08DB926F32FD,1,2023-08-01 09:10:49,2023-08-01 09:46:18,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 09:46:18
3BBFA224-E875-C494-366A-08DB926AFECA,1,2023-08-01 08:40:44,2023-08-01 09:42:03,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 09:42:03
592E86AE-7840-C635-4268-08DB91A6B749,1,2023-07-31 09:15:42,2023-08-01 09:39:31,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 09:39:31
971D53C0-7916-CB18-B56A-08DB91C1B57F,1,2023-07-31 12:28:56,2023-08-01 09:29:20,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 09:29:20
B550A448-9AA7-CC09-3B06-08DB926BF0DD,1,2023-08-01 08:47:30,2023-08-01 09:28:49,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 09:28:49
D1909A65-3A67-CEAE-9112-08DB9268D038,1,2023-08-01 08:25:07,2023-08-01 09:26:47,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 09:26:47
52719195-DE96-CB8F-2F83-08DB926D89C5,1,2023-08-01 08:58:56,2023-08-01 09:26:09,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 09:26:09
3A7D126E-865E-CBDC-B18E-08DB926BCD06,1,2023-08-01 08:46:30,2023-08-01 09:24:40,NULL,NULL,NULL,NULL,hij@pflegehilfe.de,2023-08-01 09:24:40
2BD6EE92-075A-C540-7E97-08DB91936583,2,2023-07-31 06:57:25,2023-07-31 15:00:20,2023-08-01 10:25:13,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:25:13
1A527929-D64C-C031-104D-08DB8D27C11A,2,2023-07-25 15:56:48,2023-08-01 07:11:24,2023-08-01 10:24:38,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:24:38
F4A6F637-B7E9-C4DE-8339-08DB8CEF5067,2,2023-07-25 09:12:47,2023-07-31 13:56:09,2023-08-01 10:24:21,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:24:21
CE13539C-40F4-C498-4CFE-08DB8F8930AD,2,2023-07-28 16:39:19,2023-07-31 10:36:42,2023-08-01 10:23:53,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:23:53
57E80BF5-492D-CF3E-A516-08DB8D179419,2,2023-07-25 14:01:01,2023-08-01 06:51:09,2023-08-01 10:23:45,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:23:45
42760EBA-DF31-C537-61F2-08DB8F5E3E28,2,2023-07-28 11:31:53,2023-07-31 13:14:07,2023-08-01 10:23:30,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:23:30
50389F08-C4F0-C330-84AD-08DB8D273126,2,2023-07-25 15:52:47,2023-08-01 07:09:49,2023-08-01 10:23:12,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:23:12
2EA19D91-088F-C383-B043-08DB91B18D21,2,2023-07-31 10:33:16,2023-07-31 14:54:19,2023-08-01 10:23:07,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:23:07
46F203BC-F464-C25F-278A-08DB8F428541,2,2023-07-28 08:13:26,2023-08-01 09:08:01,2023-08-01 10:22:53,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:22:53
968ADA5D-7BB9-C9E8-8092-08DB8CDBECEB,2,2023-07-25 06:54:00,2023-08-01 06:49:48,2023-08-01 10:22:35,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:22:35
D29D5E1B-03DB-C86E-F7EE-08DB8F404DF8,2,2023-07-28 07:57:35,2023-07-31 12:59:44,2023-08-01 10:21:18,NULL,NULL,abcd@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:21:18
CA7C1C67-15A4-CD8A-4E65-08DB8DA1FBE8,2,2023-07-26 06:31:45,2023-08-01 09:11:16,2023-08-01 10:20:31,NULL,NULL,abcd@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:20:31
3B06BF73-6AA4-C249-D5E9-08DB8DA92B70,2,2023-07-26 07:23:12,2023-08-01 07:34:53,2023-08-01 10:17:38,NULL,NULL,abcd@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:17:38
81254541-7F5C-C57B-7F37-08DB8E69AEF5,2,2023-07-27 06:21:16,2023-07-31 14:59:40,2023-08-01 10:16:51,NULL,NULL,abcd@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:16:51
A98805F0-3C5B-C8F9-1B17-08DB8DFB382E,2,2023-07-26 17:10:32,2023-08-01 06:59:14,2023-08-01 10:16:39,NULL,NULL,abcd@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:16:39
7A109C44-8EE0-C947-8726-08DB8DC99E52,2,2023-07-26 11:15:28,2023-08-01 08:35:00,2023-08-01 10:16:36,NULL,NULL,abcd@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:16:36
6B665403-1C5F-C91C-B234-08DB8C532AE9,2,2023-07-24 14:35:03,2023-07-31 13:38:18,2023-08-01 10:15:06,NULL,NULL,abcd@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:15:06
5CBB4995-1945-C711-7A9A-08DB8DCFFDEE,2,2023-07-26 12:01:06,2023-08-01 08:39:07,2023-08-01 10:13:39,NULL,NULL,abcd@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:13:39
6F5E560B-7337-CC97-AE1D-08DB8F44B2A0,2,2023-07-28 08:29:02,2023-07-31 11:59:49,2023-08-01 10:12:30,NULL,NULL,abcd@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:12:30
4DE9F64B-0468-C98C-B7F7-08DB8CFF73B8,2,2023-07-25 11:08:18,2023-08-01 07:08:21,2023-08-01 10:10:03,NULL,NULL,abcd@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:10:03
1755225D-DCF4-C5D0-05F2-08DB918CC811,3,2023-07-31 06:10:04,2023-08-01 06:08:59,NULL,2023-08-01 10:25:56,NULL,abcd@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:25:56
AD1D5235-DDE8-C76B-3BBB-08DB918CC7B1,3,2023-07-31 06:10:03,2023-07-31 12:50:12,NULL,2023-08-01 10:25:41,NULL,abcd@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:25:41
09C31C45-B8D8-C874-12D9-08DB91C16721,3,2023-07-31 12:26:44,2023-07-31 13:18:55,NULL,2023-08-01 10:25:31,NULL,abcd@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:25:31
D73C7D93-BC0B-C284-8786-08DB8CEC307B,3,2023-07-25 08:50:25,2023-07-31 12:21:42,NULL,2023-08-01 10:25:29,NULL,abcd@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:25:29
68D697F4-62FC-C6EE-0CF9-08DB9199D0A0,3,2023-07-31 07:43:21,2023-07-31 13:32:20,NULL,2023-08-01 10:25:07,NULL,abcd@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:25:07
028BC4B5-4FC6-CE70-2F06-08DB903B8B25,3,2023-07-29 13:56:01,2023-08-01 06:28:44,NULL,2023-08-01 10:24:55,NULL,abcd@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:24:55
7897CEF5-9ABB-C90F-2EAF-08DB8E6AD037,3,2023-07-27 06:29:21,2023-08-01 08:55:34,NULL,2023-08-01 10:21:36,NULL,abcd@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:21:36
8F5FD93A-A1EC-CA1A-DF50-08DB8DC78CA7,3,2023-07-26 11:00:40,2023-08-01 07:59:59,NULL,2023-08-01 10:19:21,NULL,abcd@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:19:21
D7F3164D-7873-C76E-0AE2-08DB8EA7A499,3,2023-07-27 13:44:47,2023-08-01 08:24:04,NULL,2023-08-01 10:18:28,NULL,abcd@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:18:28
F43DD13E-C2EA-CCFB-37A4-08DB8E7EA281,3,2023-07-27 08:51:14,2023-07-31 14:54:24,NULL,2023-08-01 10:17:08,NULL,abcd@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:17:08
E7E9B04A-CA85-C279-6D4C-08DB8E9238A7,3,2023-07-27 11:11:26,2023-07-31 11:58:10,NULL,2023-08-01 10:16:00,NULL,abcd@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:16:00
8B9F3BCE-DEF6-CFC7-CD26-08DB8D9F096D,3,2023-07-26 06:10:40,2023-07-31 15:15:51,NULL,2023-08-01 10:14:28,NULL,abcd@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:14:28
B4F63C60-40CC-CE53-C3E4-08DB8EA0A4AD,3,2023-07-27 12:54:41,2023-08-01 09:53:31,NULL,2023-08-01 10:13:51,NULL,xyz@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:13:51
C087548A-D8CC-C96A-890C-08DB8DC6E355,3,2023-07-26 10:55:56,2023-08-01 08:02:05,NULL,2023-08-01 10:13:26,NULL,xyz@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:13:26
FF3112B5-D680-CEA1-9788-08DB9256248D,3,2023-08-01 06:11:28,2023-08-01 08:56:21,NULL,2023-08-01 10:05:14,NULL,xyz@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:05:14
B8132508-140D-CE8F-0AED-08DB919D176D,3,2023-07-31 08:06:49,2023-07-31 08:27:22,NULL,2023-08-01 10:04:39,NULL,xyz@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:04:39
C2827278-180A-C14B-F69A-08DB919D7119,3,2023-07-31 08:09:19,2023-07-31 12:42:11,NULL,2023-08-01 10:04:14,NULL,xyz@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:04:14
DFBD8555-F038-CBA5-E76D-08DB90FEA644,3,2023-07-30 13:12:38,2023-07-31 12:24:35,NULL,2023-08-01 10:03:19,NULL,xyz@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:03:19
0EA3B08C-1D8B-C87A-980F-08DB91CD71D3,3,2023-07-31 13:52:56,2023-07-31 14:55:38,NULL,2023-08-01 10:03:04,NULL,xyz@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:03:04
19EFBCE7-A52B-C12E-5B84-08DB91B18CBB,3,2023-07-31 10:33:15,2023-07-31 12:11:28,NULL,2023-08-01 10:02:02,NULL,xyz@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:02:02
C817066B-AA29-CD75-D786-08DB92790896,0,2023-08-01 10:21:13,NULL,NULL,NULL,NULL,NULL,abcd@pflegehilfe.de,2023-08-01 10:21:13
46ED7DB7-F5F1-C470-1237-08DB9278E136,0,2023-08-01 10:20:07,NULL,NULL,NULL,NULL,NULL,abcd@pflegehilfe.de,2023-08-01 10:20:07
30DF8532-C699-C325-8DD8-08DB9278A4A3,0,2023-08-01 10:18:25,NULL,NULL,NULL,NULL,NULL,abcd@pflegehilfe.de,2023-08-01 10:18:25
D0A2B54F-BFBF-C133-F0E5-08DB92788F7B,0,2023-08-01 10:17:50,NULL,NULL,NULL,NULL,NULL,abcd@pflegehilfe.de,2023-08-01 10:17:50
AF9228F1-05E4-C453-E2B3-08DB9278861C,0,2023-08-01 10:17:34,NULL,NULL,NULL,NULL,NULL,abcd@pflegehilfe.de,2023-08-01 10:17:34
46C790A2-EA5E-C045-4B97-08DB91B18CFE,1,2023-07-31 10:33:16,2023-08-01 10:25:08,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 10:25:08
E69522E8-F16A-C283-FBB0-08DB9271691A,1,2023-08-01 09:26:39,2023-08-01 10:19:58,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 10:19:58
4633AA15-3C41-CC94-9176-08DB8D0F3C4B,1,2023-07-25 13:01:17,2023-08-01 10:19:08,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 10:19:08
DDC7BE4A-765F-C568-B34B-08DB8DA4EAD1,1,2023-07-26 06:52:45,2023-08-01 10:16:30,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 10:16:30
46EB6EB0-E343-C6A9-1AC7-08DB92631D04,1,2023-08-01 07:44:18,2023-08-01 10:15:45,NULL,NULL,NULL,NULL,efg@pflegehilfe.de,2023-08-01 10:15:45
2BD6EE92-075A-C540-7E97-08DB91936583,2,2023-07-31 06:57:25,2023-07-31 15:00:20,2023-08-01 10:25:13,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:25:13
1A527929-D64C-C031-104D-08DB8D27C11A,2,2023-07-25 15:56:48,2023-08-01 07:11:24,2023-08-01 10:24:38,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:24:38
F4A6F637-B7E9-C4DE-8339-08DB8CEF5067,2,2023-07-25 09:12:47,2023-07-31 13:56:09,2023-08-01 10:24:21,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:24:21
CE13539C-40F4-C498-4CFE-08DB8F8930AD,2,2023-07-28 16:39:19,2023-07-31 10:36:42,2023-08-01 10:23:53,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:23:53
57E80BF5-492D-CF3E-A516-08DB8D179419,2,2023-07-25 14:01:01,2023-08-01 06:51:09,2023-08-01 10:23:45,NULL,NULL,hij@pflegehilfe.de,hij@pflegehilfe.de,2023-08-01 10:23:45
D73C7D93-BC0B-C284-8786-08DB8CEC307B,3,2023-07-25 08:50:25,2023-07-31 12:21:42,NULL,2023-08-01 10:25:29,NULL,xyz@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:25:29
68D697F4-62FC-C6EE-0CF9-08DB9199D0A0,3,2023-07-31 07:43:21,2023-07-31 13:32:20,NULL,2023-08-01 10:25:07,NULL,xyz@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:25:07
028BC4B5-4FC6-CE70-2F06-08DB903B8B25,3,2023-07-29 13:56:01,2023-08-01 06:28:44,NULL,2023-08-01 10:24:55,NULL,xyz@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:24:55
7897CEF5-9ABB-C90F-2EAF-08DB8E6AD037,3,2023-07-27 06:29:21,2023-08-01 08:55:34,NULL,2023-08-01 10:21:36,NULL,xyz@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:21:36
8F5FD93A-A1EC-CA1A-DF50-08DB8DC78CA7,3,2023-07-26 11:00:40,2023-08-01 07:59:59,NULL,2023-08-01 10:19:21,NULL,xyz@pflegehilfe.de,xyz@pflegehilfe.de,2023-08-01 10:19:21
